last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Ruiz, Rio,547004,2021,59,35,.148,.193,-0.045,.296,.327,-0.031,.231,.260,-0.029
Collins, Zack,641470,2021,38,23,.206,.201,0.005,.324,.284,0.040,.276,.259,0.017
Fletcher, David,664058,2021,92,80,.261,.273,-0.012,.273,.310,-0.037,.243,.257,-0.014
Crawford, J.P.,641487,2021,78,58,.239,.226,0.013,.268,.265,0.003,.264,.257,0.007
Garver, Mitch,641598,2021,53,26,.160,.175,-0.015,.340,.384,-0.044,.238,.256,-0.018
Renfroe, Hunter,592669,2021,58,37,.176,.191,-0.015,.255,.338,-0.083,.224,.255,-0.031
Trammell, Taylor,666211,2021,68,31,.155,.148,0.007,.345,.313,0.032,.276,.255,0.021
White, Eli,642201,2021,46,27,.146,.204,-0.058,.195,.268,-0.073,.206,.251,-0.045
Bradley Jr., Jackie,598265,2021,82,50,.195,.244,-0.049,.312,.314,-0.002,.246,.249,-0.003
Schoop, Jonathan,570731,2021,74,49,.174,.221,-0.047,.217,.339,-0.122,.187,.249,-0.062
Andrus, Elvis,462101,2021,81,59,.162,.223,-0.061,.203,.317,-0.114,.181,.248,-0.067
Caratini, Victor,605170,2021,56,30,.204,.180,0.024,.306,.283,0.023,.266,.247,0.019
Astudillo, Willians,553902,2021,46,44,.289,.238,0.051,.400,.352,0.048,.292,.246,0.046
Tsutsugo, Yoshi,660294,2021,58,36,.170,.194,-0.024,.208,.323,-0.115,.201,.246,-0.045
Murphy, Tom,608596,2021,42,25,.128,.166,-0.038,.231,.380,-0.149,.175,.245,-0.070
Torrens, Luis,620443,2021,55,38,.176,.201,-0.025,.216,.298,-0.082,.209,.244,-0.035
Sogard, Eric,519299,2021,39,31,.250,.216,0.034,.333,.346,-0.013,.256,.243,0.013
Biggio, Cavan,624415,2021,71,37,.169,.141,0.028,.322,.230,0.092,.281,.242,0.039
Newman, Kevin,621028,2021,76,69,.181,.216,-0.035,.250,.319,-0.069,.204,.241,-0.037
Alberto, Hanser,593643,2021,44,38,.238,.241,-0.003,.429,.328,0.101,.291,.240,0.051
Bruce, Jay,457803,2021,39,21,.118,.168,-0.050,.235,.234,0.001,.219,.240,-0.021
Gardner, Brett,458731,2021,43,26,.194,.167,0.027,.250,.225,0.025,.264,.237,0.027
García, Leury,544725,2021,49,35,.170,.215,-0.045,.213,.321,-0.108,.177,.232,-0.055
Jansen, Danny,643376,2021,45,30,.049,.168,-0.119,.073,.250,-0.177,.109,.223,-0.114
Isbel, Kyle,664728,2021,36,19,.265,.184,0.081,.324,.267,0.057,.279,.220,0.059
Ahmed, Nick,605113,2021,49,37,.128,.186,-0.058,.170,.258,-0.088,.152,.211,-0.059
Robertson, Daniel,621002,2021,43,26,.105,.159,-0.054,.132,.229,-0.097,.160,.211,-0.051
Taveras, Leody,665750,2021,50,23,.087,.157,-0.070,.087,.232,-0.145,.127,.209,-0.082
Fuentes, Josh,658069,2021,63,46,.194,.199,-0.005,.306,.264,0.042,.212,.195,0.017
Fowler, Dustin,641583,2021,46,22,.171,.146,0.025,.195,.189,0.006,.203,.189,0.014
Cordero, Franchy,614173,2021,49,22,.200,.134,0.066,.244,.180,0.064,.234,.181,0.053
Maldonado, Martín,455117,2021,49,22,.111,.125,-0.014,.133,.146,-0.013,.154,.163,-0.009
