last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Pérez, Hernán,541650,2017,458,359,.259,.254,0.005,.414,.378,0.036,.298,.287,0.011
Hundley, Nick,460026,2017,303,210,.244,.238,0.006,.418,.403,0.015,.289,.287,0.002
Difo, Wilmer,594694,2017,365,266,.271,.258,0.013,.370,.360,0.010,.293,.286,0.007
Tulowitzki, Troy,453064,2017,260,202,.249,.239,0.010,.378,.367,0.011,.292,.286,0.006
Sandoval, Pablo,467055,2017,279,209,.220,.225,-0.005,.367,.392,-0.025,.271,.286,-0.015
Inciarte, Ender,542255,2017,718,575,.304,.258,0.046,.409,.342,0.067,.328,.285,0.043
Gomes, Yan,543228,2017,383,245,.232,.206,0.026,.399,.362,0.037,.307,.285,0.022
Romine, Andrew,461865,2017,348,255,.233,.244,-0.011,.336,.343,-0.007,.274,.284,-0.010
Wieters, Matt,446308,2017,465,332,.225,.230,-0.005,.344,.364,-0.020,.273,.284,-0.011
Galvis, Freddy,520471,2017,663,503,.255,.239,0.016,.382,.356,0.026,.298,.283,0.015
Heredia, Guillermo,628338,2017,426,324,.249,.242,0.007,.337,.324,0.013,.288,.283,0.005
Grandal, Yasmani,518735,2017,482,312,.247,.210,0.037,.459,.380,0.079,.325,.283,0.042
Beltrán, Carlos,136860,2017,509,371,.231,.229,0.002,.383,.368,0.015,.283,.283,0.000
Hernández, Gorkys,491676,2017,348,241,.255,.236,0.019,.326,.323,0.003,.288,.282,0.006
Plouffe, Trevor,461858,2017,313,196,.198,.220,-0.022,.318,.353,-0.035,.258,.282,-0.024
Núñez, Eduardo,456488,2017,491,416,.313,.256,0.057,.460,.352,0.108,.342,.281,0.061
Joseph, Caleb,543376,2017,266,183,.256,.240,0.016,.413,.379,0.034,.299,.281,0.018
Arcia, Orlando,606115,2017,548,411,.277,.243,0.034,.407,.352,0.055,.309,.279,0.030
Díaz, Aledmys,649557,2017,301,246,.259,.250,0.009,.392,.360,0.032,.291,.277,0.014
Asuaje, Carlos,641319,2017,343,237,.270,.230,0.040,.362,.323,0.039,.307,.276,0.031
Anderson, Tim,641313,2017,606,428,.257,.243,0.014,.402,.383,0.019,.288,.276,0.012
Owings, Chris,572008,2017,386,281,.268,.237,0.031,.442,.358,0.084,.313,.275,0.038
Maldonado, Martín,455117,2017,471,319,.221,.211,0.010,.368,.363,0.005,.279,.274,0.005
Robertson, Daniel,621002,2017,254,148,.206,.183,0.023,.326,.299,0.027,.284,.272,0.012
Iglesias, José,578428,2017,489,402,.255,.254,0.001,.369,.323,0.046,.283,.271,0.012
Riddle, JT,595375,2017,247,185,.250,.238,0.012,.355,.348,0.007,.270,.271,-0.001
Lagares, Juan,501571,2017,272,199,.250,.229,0.021,.365,.336,0.029,.287,.270,0.017
Aybar, Erick,430947,2017,370,281,.234,.228,0.006,.348,.312,0.036,.282,.270,0.012
Escobar, Alcides,444876,2017,629,508,.250,.250,0.000,.357,.350,0.007,.269,.269,-0.000
Davis, Rajai,434658,2017,366,255,.235,.226,0.009,.348,.319,0.029,.279,.266,0.013
Hardy, J.J.,429666,2017,268,207,.217,.230,-0.013,.323,.344,-0.021,.251,.266,-0.015
DeShields, Delino,592261,2017,440,284,.269,.200,0.069,.367,.294,0.073,.315,.264,0.051
Desmond, Ian,435622,2017,373,258,.274,.225,0.049,.375,.310,0.065,.305,.263,0.042
Strange-Gordon, Dee,543829,2017,695,567,.308,.248,0.060,.375,.301,0.074,.312,.262,0.050
Villar, Jonathan,542340,2017,436,274,.241,.213,0.028,.372,.326,0.046,.287,.260,0.027
León, Sandy,506702,2017,301,201,.225,.204,0.021,.354,.301,0.053,.279,.259,0.020
Rickard, Joey,572073,2017,277,201,.241,.229,0.012,.345,.320,0.025,.269,.258,0.011
Goins, Ryan,572365,2017,459,332,.237,.208,0.029,.356,.303,0.053,.278,.258,0.020
Wolters, Tony,547172,2017,266,176,.240,.210,0.030,.284,.267,0.017,.274,.256,0.018
Hamilton, Billy,571740,2017,633,456,.247,.232,0.015,.335,.281,0.054,.278,.255,0.023
Espinosa, Danny,457787,2017,295,160,.173,.181,-0.008,.278,.312,-0.034,.232,.252,-0.020
Barney, Darwin,446381,2017,362,278,.232,.226,0.006,.327,.292,0.035,.263,.251,0.012
Hedges, Austin,595978,2017,417,269,.214,.195,0.019,.398,.339,0.059,.278,.250,0.028
Smith, Mallex,605480,2017,282,197,.270,.211,0.059,.355,.268,0.087,.301,.246,0.055
Torreyes, Ronald,591720,2017,336,281,.292,.232,0.060,.375,.291,0.084,.297,.245,0.052
Engel, Adam,641553,2017,336,192,.166,.176,-0.010,.282,.281,0.001,.230,.236,-0.006
Saladino, Tyler,573135,2017,281,188,.178,.187,-0.009,.229,.246,-0.017,.223,.234,-0.011
Rosales, Adam,489267,2017,312,197,.225,.187,0.038,.353,.276,0.077,.261,.221,0.040
