last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Pérez, Hernán,541650,2018,334,246,.253,.238,0.015,.386,.367,0.019,.292,.284,0.008
Mahtook, Mikie,543484,2018,250,160,.202,.215,-0.013,.359,.348,0.011,.276,.284,-0.008
Herrera, Rosell,594011,2018,302,224,.234,.245,-0.011,.317,.334,-0.017,.266,.283,-0.017
McCann, James,543510,2018,457,313,.220,.230,-0.010,.314,.359,-0.045,.256,.283,-0.027
Dozier, Brian,572821,2018,632,429,.215,.200,0.015,.391,.335,0.056,.304,.283,0.021
Rosario, Amed,642708,2018,592,441,.256,.248,0.008,.381,.357,0.024,.290,.282,0.008
Harrison, Josh,543281,2018,374,283,.250,.232,0.018,.363,.369,-0.006,.285,.282,0.003
Romine, Austin,519222,2018,265,179,.244,.227,0.017,.417,.358,0.059,.307,.282,0.025
Spangenberg, Cory,605486,2018,329,194,.235,.217,0.018,.362,.352,0.010,.290,.282,0.008
Núñez, Eduardo,456488,2018,502,415,.265,.257,0.008,.388,.348,0.040,.292,.281,0.011
Kemp, Tony,643393,2018,295,216,.263,.219,0.044,.392,.301,0.091,.326,.281,0.045
Swanson, Dansby,621020,2018,533,365,.238,.230,0.008,.395,.361,0.034,.293,.281,0.012
Vázquez, Christian,543877,2018,269,211,.207,.245,-0.038,.283,.338,-0.055,.240,.280,-0.040
Iglesias, José,578428,2018,464,390,.269,.248,0.021,.389,.333,0.056,.304,.279,0.025
García, Leury,544725,2018,275,194,.271,.253,0.018,.376,.347,0.029,.295,.278,0.017
Difo, Wilmer,594694,2018,456,333,.230,.235,-0.005,.350,.324,0.026,.280,.278,0.002
Adrianza, Ehire,501303,2018,366,259,.251,.232,0.019,.379,.349,0.030,.294,.277,0.017
Hechavarría, Adeiny,588751,2018,321,247,.247,.246,0.001,.345,.343,0.002,.268,.275,-0.007
Anderson, Tim,641313,2018,606,423,.240,.225,0.015,.406,.361,0.045,.294,.275,0.019
Fowler, Dexter,451594,2018,334,218,.180,.203,-0.023,.298,.300,-0.002,.260,.275,-0.015
Forsythe, Logan,523253,2018,416,289,.232,.219,0.013,.291,.302,-0.011,.274,.274,-0.000
Escobar, Alcides,444876,2018,531,423,.231,.236,-0.005,.313,.325,-0.012,.261,.272,-0.011
Almora Jr., Albert,546991,2018,479,369,.286,.242,0.044,.378,.314,0.064,.305,.271,0.034
Culberson, Charlie,518586,2018,322,212,.270,.217,0.053,.466,.342,0.124,.335,.271,0.064
Galvis, Freddy,520471,2018,656,462,.248,.214,0.034,.380,.339,0.041,.294,.271,0.023
Schoop, Jonathan,570731,2018,501,363,.233,.226,0.007,.416,.356,0.060,.290,.271,0.019
Davis, Chris,448801,2018,522,282,.168,.187,-0.019,.296,.352,-0.056,.239,.271,-0.032
Reyes, José,408314,2018,251,190,.189,.222,-0.033,.320,.307,0.013,.255,.270,-0.015
Jankowski, Travis,608671,2018,387,276,.259,.225,0.034,.346,.274,0.072,.303,.266,0.037
Kingery, Scott,664068,2018,484,331,.226,.220,0.006,.338,.343,-0.005,.263,.266,-0.003
Kiermaier, Kevin,595281,2018,367,245,.217,.211,0.006,.370,.310,0.060,.282,.266,0.016
Strange-Gordon, Dee,543829,2018,588,490,.268,.255,0.013,.349,.313,0.036,.277,.264,0.013
Sanó, Miguel,593934,2018,299,153,.199,.166,0.033,.398,.342,0.056,.295,.264,0.031
Taylor, Michael A.,572191,2018,385,239,.227,.205,0.022,.357,.327,0.030,.280,.263,0.017
Hedges, Austin,595978,2018,326,214,.231,.204,0.027,.429,.346,0.083,.301,.262,0.039
Pence, Hunter,452254,2018,248,178,.226,.224,0.002,.332,.334,-0.002,.254,.261,-0.007
Maldonado, Martín,455117,2018,404,279,.225,.204,0.021,.351,.318,0.033,.275,.258,0.017
DeShields, Delino,592261,2018,393,264,.216,.186,0.030,.281,.247,0.034,.271,.254,0.017
Valbuena, Luis,472528,2018,288,168,.199,.185,0.014,.335,.345,-0.010,.253,.254,-0.001
Joseph, Caleb,543376,2018,280,199,.219,.222,-0.003,.321,.310,0.011,.251,.252,-0.001
Hamilton, Billy,571740,2018,556,377,.236,.217,0.019,.327,.260,0.067,.277,.251,0.026
Engel, Adam,641553,2018,463,308,.235,.205,0.030,.336,.296,0.040,.270,.246,0.024
Hanson, Alen,593700,2018,310,229,.252,.211,0.041,.425,.311,0.114,.296,.245,0.051
Jackson, Austin,457706,2018,375,215,.245,.200,0.045,.326,.284,0.042,.275,.241,0.034
León, Sandy,506702,2018,288,194,.177,.182,-0.005,.279,.279,0.000,.227,.239,-0.012
Arcia, Orlando,606115,2018,366,263,.236,.208,0.028,.307,.282,0.025,.253,.236,0.017
